group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
distance,reference,8192,,,1150291.0,ns,860
distance,reference,8192,,,2429900.0,ns,1720
distance,reference,8192,,,3242911.0,ns,2580
distance,reference,8192,,,4718268.0,ns,3440
distance,reference,8192,,,5246824.0,ns,4300
distance,reference,8192,,,6810336.0,ns,5160
distance,reference,8192,,,7966994.0,ns,6020
distance,reference,8192,,,8906453.0,ns,6880
distance,reference,8192,,,9825177.0,ns,7740
distance,reference,8192,,,11138704.0,ns,8600
distance,reference,8192,,,11275081.0,ns,9460
distance,reference,8192,,,11878024.0,ns,10320
distance,reference,8192,,,13545122.0,ns,11180
distance,reference,8192,,,15224538.0,ns,12040
distance,reference,8192,,,15014337.0,ns,12900
distance,reference,8192,,,15802278.0,ns,13760
distance,reference,8192,,,16650934.0,ns,14620
distance,reference,8192,,,17813215.0,ns,15480
distance,reference,8192,,,19164458.0,ns,16340
distance,reference,8192,,,19683318.0,ns,17200
distance,reference,8192,,,20607385.0,ns,18060
distance,reference,8192,,,21693467.0,ns,18920
distance,reference,8192,,,22292872.0,ns,19780
distance,reference,8192,,,23435179.0,ns,20640
distance,reference,8192,,,24382443.0,ns,21500
distance,reference,8192,,,25499391.0,ns,22360
distance,reference,8192,,,28554223.0,ns,23220
distance,reference,8192,,,27634506.0,ns,24080
distance,reference,8192,,,28425262.0,ns,24940
distance,reference,8192,,,29258912.0,ns,25800
distance,reference,8192,,,31000358.0,ns,26660
distance,reference,8192,,,31199665.0,ns,27520
distance,reference,8192,,,32245944.0,ns,28380
distance,reference,8192,,,33433932.0,ns,29240
distance,reference,8192,,,36188930.0,ns,30100
distance,reference,8192,,,35769868.0,ns,30960
distance,reference,8192,,,36457155.0,ns,31820
distance,reference,8192,,,37641270.0,ns,32680
distance,reference,8192,,,37942325.0,ns,33540
distance,reference,8192,,,39221803.0,ns,34400
distance,reference,8192,,,40156848.0,ns,35260
distance,reference,8192,,,40586482.0,ns,36120
distance,reference,8192,,,42045573.0,ns,36980
distance,reference,8192,,,43232639.0,ns,37840
distance,reference,8192,,,44285486.0,ns,38700
distance,reference,8192,,,44671850.0,ns,39560
distance,reference,8192,,,46549307.0,ns,40420
distance,reference,8192,,,47178538.0,ns,41280
distance,reference,8192,,,48713137.0,ns,42140
distance,reference,8192,,,51252878.0,ns,43000
distance,reference,8192,,,49698699.0,ns,43860
distance,reference,8192,,,50768978.0,ns,44720
distance,reference,8192,,,51791292.0,ns,45580
distance,reference,8192,,,52731536.0,ns,46440
distance,reference,8192,,,53351715.0,ns,47300
distance,reference,8192,,,55111033.0,ns,48160
distance,reference,8192,,,55860908.0,ns,49020
distance,reference,8192,,,56557158.0,ns,49880
distance,reference,8192,,,58593237.0,ns,50740
distance,reference,8192,,,58844822.0,ns,51600
distance,reference,8192,,,62923549.0,ns,52460
distance,reference,8192,,,60351041.0,ns,53320
distance,reference,8192,,,62372734.0,ns,54180
distance,reference,8192,,,63493611.0,ns,55040
distance,reference,8192,,,63297089.0,ns,55900
distance,reference,8192,,,64550179.0,ns,56760
distance,reference,8192,,,65735517.0,ns,57620
distance,reference,8192,,,66063919.0,ns,58480
distance,reference,8192,,,67752305.0,ns,59340
distance,reference,8192,,,71774365.0,ns,60200
distance,reference,8192,,,69787838.0,ns,61060
distance,reference,8192,,,73878233.0,ns,61920
distance,reference,8192,,,72224578.0,ns,62780
distance,reference,8192,,,72503360.0,ns,63640
distance,reference,8192,,,80321719.0,ns,64500
distance,reference,8192,,,73917776.0,ns,65360
distance,reference,8192,,,74918732.0,ns,66220
distance,reference,8192,,,80078793.0,ns,67080
distance,reference,8192,,,77362291.0,ns,67940
distance,reference,8192,,,78495197.0,ns,68800
distance,reference,8192,,,78877226.0,ns,69660
distance,reference,8192,,,79741049.0,ns,70520
distance,reference,8192,,,80936388.0,ns,71380
distance,reference,8192,,,81913135.0,ns,72240
distance,reference,8192,,,84261232.0,ns,73100
distance,reference,8192,,,86298313.0,ns,73960
distance,reference,8192,,,85724281.0,ns,74820
distance,reference,8192,,,85936170.0,ns,75680
distance,reference,8192,,,86769415.0,ns,76540
distance,reference,8192,,,88845356.0,ns,77400
distance,reference,8192,,,89047007.0,ns,78260
distance,reference,8192,,,93656635.0,ns,79120
distance,reference,8192,,,91413708.0,ns,79980
distance,reference,8192,,,92478928.0,ns,80840
distance,reference,8192,,,92674710.0,ns,81700
distance,reference,8192,,,95401596.0,ns,82560
distance,reference,8192,,,94989255.0,ns,83420
distance,reference,8192,,,96460041.0,ns,84280
distance,reference,8192,,,123342915.0,ns,85140
distance,reference,8192,,,114693401.0,ns,86000
