group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
distance,local,8388608,,,2290466.0,ns,3
distance,local,8388608,,,4047673.0,ns,6
distance,local,8388608,,,4737789.0,ns,9
distance,local,8388608,,,10123340.0,ns,12
distance,local,8388608,,,8983567.0,ns,15
distance,local,8388608,,,8471290.0,ns,18
distance,local,8388608,,,10722749.0,ns,21
distance,local,8388608,,,10460174.0,ns,24
distance,local,8388608,,,10964585.0,ns,27
distance,local,8388608,,,11916812.0,ns,30
distance,local,8388608,,,13318824.0,ns,33
distance,local,8388608,,,14587628.0,ns,36
distance,local,8388608,,,15201368.0,ns,39
distance,local,8388608,,,16367385.0,ns,42
distance,local,8388608,,,20992938.0,ns,45
distance,local,8388608,,,27491328.0,ns,48
distance,local,8388608,,,29120501.0,ns,51
distance,local,8388608,,,40191689.0,ns,54
distance,local,8388608,,,45003511.0,ns,57
distance,local,8388608,,,43703100.0,ns,60
distance,local,8388608,,,47598013.0,ns,63
distance,local,8388608,,,47602108.0,ns,66
distance,local,8388608,,,48007346.0,ns,69
distance,local,8388608,,,57386626.0,ns,72
distance,local,8388608,,,42166632.0,ns,75
distance,local,8388608,,,37965881.0,ns,78
distance,local,8388608,,,48296393.0,ns,81
distance,local,8388608,,,46823392.0,ns,84
distance,local,8388608,,,47441945.0,ns,87
distance,local,8388608,,,48111349.0,ns,90
distance,local,8388608,,,58942388.0,ns,93
distance,local,8388608,,,55339934.0,ns,96
distance,local,8388608,,,44373750.0,ns,99
distance,local,8388608,,,58550568.0,ns,102
distance,local,8388608,,,56399400.0,ns,105
distance,local,8388608,,,45910672.0,ns,108
distance,local,8388608,,,46809674.0,ns,111
distance,local,8388608,,,47505113.0,ns,114
distance,local,8388608,,,54142841.0,ns,117
distance,local,8388608,,,86105342.0,ns,120
distance,local,8388608,,,92271888.0,ns,123
distance,local,8388608,,,103008471.0,ns,126
distance,local,8388608,,,68364772.0,ns,129
distance,local,8388608,,,69897880.0,ns,132
distance,local,8388608,,,74476675.0,ns,135
distance,local,8388608,,,72869481.0,ns,138
distance,local,8388608,,,57213451.0,ns,141
distance,local,8388608,,,57145422.0,ns,144
distance,local,8388608,,,78309502.0,ns,147
distance,local,8388608,,,82131571.0,ns,150
distance,local,8388608,,,100540065.0,ns,153
distance,local,8388608,,,93790027.0,ns,156
distance,local,8388608,,,87280476.0,ns,159
distance,local,8388608,,,86225155.0,ns,162
distance,local,8388608,,,123886941.0,ns,165
distance,local,8388608,,,137336139.0,ns,168
distance,local,8388608,,,103774847.0,ns,171
distance,local,8388608,,,73463237.0,ns,174
distance,local,8388608,,,76802513.0,ns,177
distance,local,8388608,,,82913487.0,ns,180
distance,local,8388608,,,77294261.0,ns,183
distance,local,8388608,,,79965782.0,ns,186
distance,local,8388608,,,80501923.0,ns,189
distance,local,8388608,,,81833748.0,ns,192
distance,local,8388608,,,84823854.0,ns,195
distance,local,8388608,,,93516746.0,ns,198
distance,local,8388608,,,87235468.0,ns,201
distance,local,8388608,,,92806074.0,ns,204
distance,local,8388608,,,89951359.0,ns,207
distance,local,8388608,,,87749558.0,ns,210
distance,local,8388608,,,102150811.0,ns,213
distance,local,8388608,,,102764915.0,ns,216
distance,local,8388608,,,108466425.0,ns,219
distance,local,8388608,,,93365833.0,ns,222
distance,local,8388608,,,95400205.0,ns,225
distance,local,8388608,,,155338143.0,ns,228
distance,local,8388608,,,140559603.0,ns,231
distance,local,8388608,,,102773363.0,ns,234
distance,local,8388608,,,95326616.0,ns,237
distance,local,8388608,,,109607415.0,ns,240
distance,local,8388608,,,109050226.0,ns,243
distance,local,8388608,,,118929775.0,ns,246
distance,local,8388608,,,134266452.0,ns,249
distance,local,8388608,,,150129021.0,ns,252
distance,local,8388608,,,154857622.0,ns,255
distance,local,8388608,,,156565890.0,ns,258
distance,local,8388608,,,166857402.0,ns,261
distance,local,8388608,,,151638351.0,ns,264
distance,local,8388608,,,147220820.0,ns,267
distance,local,8388608,,,157103245.0,ns,270
distance,local,8388608,,,139265791.0,ns,273
distance,local,8388608,,,127663002.0,ns,276
distance,local,8388608,,,123607911.0,ns,279
distance,local,8388608,,,119044953.0,ns,282
distance,local,8388608,,,147891391.0,ns,285
distance,local,8388608,,,177299769.0,ns,288
distance,local,8388608,,,163108792.0,ns,291
distance,local,8388608,,,171001697.0,ns,294
distance,local,8388608,,,117879916.0,ns,297
distance,local,8388608,,,120377158.0,ns,300
