group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
distance,local,65536,,,1191618.0,ns,671
distance,local,65536,,,2275489.0,ns,1342
distance,local,65536,,,3525128.0,ns,2013
distance,local,65536,,,6535017.0,ns,2684
distance,local,65536,,,5234895.0,ns,3355
distance,local,65536,,,6529656.0,ns,4026
distance,local,65536,,,7566450.0,ns,4697
distance,local,65536,,,8540676.0,ns,5368
distance,local,65536,,,9008380.0,ns,6039
distance,local,65536,,,9457395.0,ns,6710
distance,local,65536,,,10297651.0,ns,7381
distance,local,65536,,,11216063.0,ns,8052
distance,local,65536,,,11903549.0,ns,8723
distance,local,65536,,,12730109.0,ns,9394
distance,local,65536,,,13895033.0,ns,10065
distance,local,65536,,,14566012.0,ns,10736
distance,local,65536,,,15766375.0,ns,11407
distance,local,65536,,,17256748.0,ns,12078
distance,local,65536,,,18628961.0,ns,12749
distance,local,65536,,,19510366.0,ns,13420
distance,local,65536,,,23387234.0,ns,14091
distance,local,65536,,,24254832.0,ns,14762
distance,local,65536,,,25290465.0,ns,15433
distance,local,65536,,,26674271.0,ns,16104
distance,local,65536,,,27709366.0,ns,16775
distance,local,65536,,,28473328.0,ns,17446
distance,local,65536,,,29143293.0,ns,18117
distance,local,65536,,,30608540.0,ns,18788
distance,local,65536,,,28916897.0,ns,19459
distance,local,65536,,,29560039.0,ns,20130
distance,local,65536,,,30465528.0,ns,20801
distance,local,65536,,,31301877.0,ns,21472
distance,local,65536,,,32520458.0,ns,22143
distance,local,65536,,,33281964.0,ns,22814
distance,local,65536,,,34193419.0,ns,23485
distance,local,65536,,,33523988.0,ns,24156
distance,local,65536,,,33739797.0,ns,24827
distance,local,65536,,,34185549.0,ns,25498
distance,local,65536,,,35493141.0,ns,26169
distance,local,65536,,,36903074.0,ns,26840
distance,local,65536,,,37490099.0,ns,27511
distance,local,65536,,,38503960.0,ns,28182
distance,local,65536,,,43748699.0,ns,28853
distance,local,65536,,,40846122.0,ns,29524
distance,local,65536,,,41110638.0,ns,30195
distance,local,65536,,,41856711.0,ns,30866
distance,local,65536,,,43082174.0,ns,31537
distance,local,65536,,,43577522.0,ns,32208
distance,local,65536,,,44927704.0,ns,32879
distance,local,65536,,,45369262.0,ns,33550
distance,local,65536,,,46530616.0,ns,34221
distance,local,65536,,,47562542.0,ns,34892
distance,local,65536,,,49359593.0,ns,35563
distance,local,65536,,,55194345.0,ns,36234
distance,local,65536,,,50998898.0,ns,36905
distance,local,65536,,,50933395.0,ns,37576
distance,local,65536,,,52192489.0,ns,38247
distance,local,65536,,,56558286.0,ns,38918
distance,local,65536,,,63438553.0,ns,39589
distance,local,65536,,,61356571.0,ns,40260
distance,local,65536,,,62744551.0,ns,40931
distance,local,65536,,,62272927.0,ns,41602
distance,local,65536,,,66004145.0,ns,42273
distance,local,65536,,,65364310.0,ns,42944
distance,local,65536,,,63747769.0,ns,43615
distance,local,65536,,,64691203.0,ns,44286
distance,local,65536,,,65755622.0,ns,44957
distance,local,65536,,,68277259.0,ns,45628
distance,local,65536,,,68774681.0,ns,46299
distance,local,65536,,,70711779.0,ns,46970
distance,local,65536,,,71668935.0,ns,47641
distance,local,65536,,,73348411.0,ns,48312
distance,local,65536,,,72300044.0,ns,48983
distance,local,65536,,,73076601.0,ns,49654
distance,local,65536,,,74024662.0,ns,50325
distance,local,65536,,,79427612.0,ns,50996
distance,local,65536,,,97064595.0,ns,51667
distance,local,65536,,,88669428.0,ns,52338
distance,local,65536,,,90705774.0,ns,53009
distance,local,65536,,,88826479.0,ns,53680
distance,local,65536,,,86699799.0,ns,54351
distance,local,65536,,,95384479.0,ns,55022
distance,local,65536,,,94278074.0,ns,55693
distance,local,65536,,,92229045.0,ns,56364
distance,local,65536,,,79620923.0,ns,57035
distance,local,65536,,,83879005.0,ns,57706
distance,local,65536,,,97073901.0,ns,58377
distance,local,65536,,,102559735.0,ns,59048
distance,local,65536,,,96767572.0,ns,59719
distance,local,65536,,,89599564.0,ns,60390
distance,local,65536,,,94128795.0,ns,61061
distance,local,65536,,,96545605.0,ns,61732
distance,local,65536,,,93506386.0,ns,62403
distance,local,65536,,,94578714.0,ns,63074
distance,local,65536,,,87487837.0,ns,63745
distance,local,65536,,,88717170.0,ns,64416
distance,local,65536,,,96423606.0,ns,65087
distance,local,65536,,,98843581.0,ns,65758
distance,local,65536,,,107882793.0,ns,66429
distance,local,65536,,,123712013.0,ns,67100
