group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
weight,local,32768,,,1333400.0,ns,1534
weight,local,32768,,,2659155.0,ns,3068
weight,local,32768,,,3454539.0,ns,4602
weight,local,32768,,,6042120.0,ns,6136
weight,local,32768,,,6751035.0,ns,7670
weight,local,32768,,,8586125.0,ns,9204
weight,local,32768,,,8032634.0,ns,10738
weight,local,32768,,,8309548.0,ns,12272
weight,local,32768,,,9846622.0,ns,13806
weight,local,32768,,,10646876.0,ns,15340
weight,local,32768,,,10945393.0,ns,16874
weight,local,32768,,,12574434.0,ns,18408
weight,local,32768,,,13730787.0,ns,19942
weight,local,32768,,,13642618.0,ns,21476
weight,local,32768,,,14332196.0,ns,23010
weight,local,32768,,,15181471.0,ns,24544
weight,local,32768,,,16176377.0,ns,26078
weight,local,32768,,,18019699.0,ns,27612
weight,local,32768,,,19150012.0,ns,29146
weight,local,32768,,,18982218.0,ns,30680
weight,local,32768,,,19501565.0,ns,32214
weight,local,32768,,,20346650.0,ns,33748
weight,local,32768,,,21182566.0,ns,35282
weight,local,32768,,,23283216.0,ns,36816
weight,local,32768,,,24369214.0,ns,38350
weight,local,32768,,,24819749.0,ns,39884
weight,local,32768,,,24825838.0,ns,41418
weight,local,32768,,,25642807.0,ns,42952
weight,local,32768,,,26449664.0,ns,44486
weight,local,32768,,,27341547.0,ns,46020
weight,local,32768,,,29010437.0,ns,47554
weight,local,32768,,,29147808.0,ns,49088
weight,local,32768,,,30215046.0,ns,50622
weight,local,32768,,,30966811.0,ns,52156
weight,local,32768,,,32152235.0,ns,53690
weight,local,32768,,,33895553.0,ns,55224
weight,local,32768,,,34107722.0,ns,56758
weight,local,32768,,,34851077.0,ns,58292
weight,local,32768,,,35800460.0,ns,59826
weight,local,32768,,,36932168.0,ns,61360
weight,local,32768,,,40699787.0,ns,62894
weight,local,32768,,,38716703.0,ns,64428
weight,local,32768,,,39293319.0,ns,65962
weight,local,32768,,,40520556.0,ns,67496
weight,local,32768,,,41038221.0,ns,69030
weight,local,32768,,,42012653.0,ns,70564
weight,local,32768,,,42751919.0,ns,72098
weight,local,32768,,,43820556.0,ns,73632
weight,local,32768,,,44944615.0,ns,75166
weight,local,32768,,,45709459.0,ns,76700
weight,local,32768,,,46397964.0,ns,78234
weight,local,32768,,,47657657.0,ns,79768
weight,local,32768,,,51889880.0,ns,81302
weight,local,32768,,,49767492.0,ns,82836
weight,local,32768,,,50195351.0,ns,84370
weight,local,32768,,,51959420.0,ns,85904
weight,local,32768,,,52025406.0,ns,87438
weight,local,32768,,,53048834.0,ns,88972
weight,local,32768,,,53999239.0,ns,90506
weight,local,32768,,,54724540.0,ns,92040
weight,local,32768,,,56334618.0,ns,93574
weight,local,32768,,,59533549.0,ns,95108
weight,local,32768,,,58015619.0,ns,96642
weight,local,32768,,,58592335.0,ns,98176
weight,local,32768,,,59380026.0,ns,99710
weight,local,32768,,,60603320.0,ns,101244
weight,local,32768,,,61200205.0,ns,102778
weight,local,32768,,,62225326.0,ns,104312
weight,local,32768,,,63028552.0,ns,105846
weight,local,32768,,,66865884.0,ns,107380
weight,local,32768,,,65903571.0,ns,108914
weight,local,32768,,,65854799.0,ns,110448
weight,local,32768,,,66920837.0,ns,111982
weight,local,32768,,,67604589.0,ns,113516
weight,local,32768,,,69477140.0,ns,115050
weight,local,32768,,,70104232.0,ns,116584
weight,local,32768,,,80557710.0,ns,118118
weight,local,32768,,,86901827.0,ns,119652
weight,local,32768,,,83821188.0,ns,121186
weight,local,32768,,,73931305.0,ns,122720
weight,local,32768,,,79404605.0,ns,124254
weight,local,32768,,,92680777.0,ns,125788
weight,local,32768,,,90740641.0,ns,127322
weight,local,32768,,,82964771.0,ns,128856
weight,local,32768,,,85029808.0,ns,130390
weight,local,32768,,,98779661.0,ns,131924
weight,local,32768,,,98864693.0,ns,133458
weight,local,32768,,,91550216.0,ns,134992
weight,local,32768,,,91287176.0,ns,136526
weight,local,32768,,,97849880.0,ns,138060
weight,local,32768,,,95141465.0,ns,139594
weight,local,32768,,,87104888.0,ns,141128
weight,local,32768,,,87661742.0,ns,142662
weight,local,32768,,,91239092.0,ns,144196
weight,local,32768,,,91041962.0,ns,145730
weight,local,32768,,,90981488.0,ns,147264
weight,local,32768,,,90774152.0,ns,148798
weight,local,32768,,,92268509.0,ns,150332
weight,local,32768,,,95338355.0,ns,151866
weight,local,32768,,,113089376.0,ns,153400
