group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
distance,local,262144,,,1412859.0,ns,149
distance,local,262144,,,2314563.0,ns,298
distance,local,262144,,,3259083.0,ns,447
distance,local,262144,,,6563191.0,ns,596
distance,local,262144,,,6365566.0,ns,745
distance,local,262144,,,6466038.0,ns,894
distance,local,262144,,,7338404.0,ns,1043
distance,local,262144,,,8593258.0,ns,1192
distance,local,262144,,,9411990.0,ns,1341
distance,local,262144,,,10454540.0,ns,1490
distance,local,262144,,,11620654.0,ns,1639
distance,local,262144,,,12718857.0,ns,1788
distance,local,262144,,,14295440.0,ns,1937
distance,local,262144,,,14656227.0,ns,2086
distance,local,262144,,,18010620.0,ns,2235
distance,local,262144,,,16840702.0,ns,2384
distance,local,262144,,,17686344.0,ns,2533
distance,local,262144,,,18307883.0,ns,2682
distance,local,262144,,,20990504.0,ns,2831
distance,local,262144,,,20824912.0,ns,2980
distance,local,262144,,,22799897.0,ns,3129
distance,local,262144,,,22949928.0,ns,3278
distance,local,262144,,,24041950.0,ns,3427
distance,local,262144,,,25791869.0,ns,3576
distance,local,262144,,,24515981.0,ns,3725
distance,local,262144,,,24696905.0,ns,3874
distance,local,262144,,,26257156.0,ns,4023
distance,local,262144,,,28798141.0,ns,4172
distance,local,262144,,,28152002.0,ns,4321
distance,local,262144,,,28617020.0,ns,4470
distance,local,262144,,,31636525.0,ns,4619
distance,local,262144,,,31959716.0,ns,4768
distance,local,262144,,,32160859.0,ns,4917
distance,local,262144,,,33203184.0,ns,5066
distance,local,262144,,,38495952.0,ns,5215
distance,local,262144,,,35049372.0,ns,5364
distance,local,262144,,,36415301.0,ns,5513
distance,local,262144,,,37340741.0,ns,5662
distance,local,262144,,,39529617.0,ns,5811
distance,local,262144,,,39918571.0,ns,5960
distance,local,262144,,,39172168.0,ns,6109
distance,local,262144,,,41887329.0,ns,6258
distance,local,262144,,,42961125.0,ns,6407
distance,local,262144,,,47477798.0,ns,6556
distance,local,262144,,,47942884.0,ns,6705
distance,local,262144,,,51995534.0,ns,6854
distance,local,262144,,,50324013.0,ns,7003
distance,local,262144,,,46546532.0,ns,7152
distance,local,262144,,,48670561.0,ns,7301
distance,local,262144,,,48261201.0,ns,7450
distance,local,262144,,,50599833.0,ns,7599
distance,local,262144,,,50232558.0,ns,7748
distance,local,262144,,,52224765.0,ns,7897
distance,local,262144,,,52444278.0,ns,8046
distance,local,262144,,,54407637.0,ns,8195
distance,local,262144,,,54415439.0,ns,8344
distance,local,262144,,,56580145.0,ns,8493
distance,local,262144,,,55110979.0,ns,8642
distance,local,262144,,,53651049.0,ns,8791
distance,local,262144,,,59422382.0,ns,8940
distance,local,262144,,,60722353.0,ns,9089
distance,local,262144,,,66019784.0,ns,9238
distance,local,262144,,,65952020.0,ns,9387
distance,local,262144,,,58091071.0,ns,9536
distance,local,262144,,,65100999.0,ns,9685
distance,local,262144,,,66994922.0,ns,9834
distance,local,262144,,,66772314.0,ns,9983
distance,local,262144,,,69119550.0,ns,10132
distance,local,262144,,,68888236.0,ns,10281
distance,local,262144,,,67984148.0,ns,10430
distance,local,262144,,,72314185.0,ns,10579
distance,local,262144,,,77113967.0,ns,10728
distance,local,262144,,,73133679.0,ns,10877
distance,local,262144,,,79474399.0,ns,11026
distance,local,262144,,,75634135.0,ns,11175
distance,local,262144,,,77011261.0,ns,11324
distance,local,262144,,,71503815.0,ns,11473
distance,local,262144,,,70812597.0,ns,11622
distance,local,262144,,,77657644.0,ns,11771
distance,local,262144,,,74074335.0,ns,11920
distance,local,262144,,,73429967.0,ns,12069
distance,local,262144,,,75940039.0,ns,12218
distance,local,262144,,,76870536.0,ns,12367
distance,local,262144,,,86099824.0,ns,12516
distance,local,262144,,,97832473.0,ns,12665
distance,local,262144,,,86900425.0,ns,12814
distance,local,262144,,,91094822.0,ns,12963
distance,local,262144,,,101483791.0,ns,13112
distance,local,262144,,,89409053.0,ns,13261
distance,local,262144,,,82267691.0,ns,13410
distance,local,262144,,,88475417.0,ns,13559
distance,local,262144,,,85194886.0,ns,13708
distance,local,262144,,,86761988.0,ns,13857
distance,local,262144,,,87317945.0,ns,14006
distance,local,262144,,,91731422.0,ns,14155
distance,local,262144,,,94676119.0,ns,14304
distance,local,262144,,,90204770.0,ns,14453
distance,local,262144,,,89009507.0,ns,14602
distance,local,262144,,,90545621.0,ns,14751
distance,local,262144,,,99652353.0,ns,14900
