group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
weight,local,131072,,,1180125.0,ns,363
weight,local,131072,,,2393185.0,ns,726
weight,local,131072,,,3666707.0,ns,1089
weight,local,131072,,,6136258.0,ns,1452
weight,local,131072,,,6993082.0,ns,1815
weight,local,131072,,,6791296.0,ns,2178
weight,local,131072,,,7638404.0,ns,2541
weight,local,131072,,,8160571.0,ns,2904
weight,local,131072,,,8979633.0,ns,3267
weight,local,131072,,,9633100.0,ns,3630
weight,local,131072,,,10521966.0,ns,3993
weight,local,131072,,,11326659.0,ns,4356
weight,local,131072,,,12340535.0,ns,4719
weight,local,131072,,,13167240.0,ns,5082
weight,local,131072,,,15993391.0,ns,5445
weight,local,131072,,,15669706.0,ns,5808
weight,local,131072,,,16059401.0,ns,6171
weight,local,131072,,,17091559.0,ns,6534
weight,local,131072,,,17991432.0,ns,6897
weight,local,131072,,,18820127.0,ns,7260
weight,local,131072,,,19629187.0,ns,7623
weight,local,131072,,,20828493.0,ns,7986
weight,local,131072,,,22198957.0,ns,8349
weight,local,131072,,,26933050.0,ns,8712
weight,local,131072,,,24228234.0,ns,9075
weight,local,131072,,,25295410.0,ns,9438
weight,local,131072,,,27400591.0,ns,9801
weight,local,131072,,,30796998.0,ns,10164
weight,local,131072,,,31745098.0,ns,10527
weight,local,131072,,,31884627.0,ns,10890
weight,local,131072,,,34251956.0,ns,11253
weight,local,131072,,,35939182.0,ns,11616
weight,local,131072,,,34858528.0,ns,11979
weight,local,131072,,,35510605.0,ns,12342
weight,local,131072,,,38577020.0,ns,12705
weight,local,131072,,,37525084.0,ns,13068
weight,local,131072,,,36480996.0,ns,13431
weight,local,131072,,,37595325.0,ns,13794
weight,local,131072,,,40267007.0,ns,14157
weight,local,131072,,,39232928.0,ns,14520
weight,local,131072,,,40808520.0,ns,14883
weight,local,131072,,,41004346.0,ns,15246
weight,local,131072,,,41908748.0,ns,15609
weight,local,131072,,,42763321.0,ns,15972
weight,local,131072,,,46320628.0,ns,16335
weight,local,131072,,,45414297.0,ns,16698
weight,local,131072,,,47720950.0,ns,17061
weight,local,131072,,,46865244.0,ns,17424
weight,local,131072,,,47825587.0,ns,17787
weight,local,131072,,,51880882.0,ns,18150
weight,local,131072,,,51012797.0,ns,18513
weight,local,131072,,,51517257.0,ns,18876
weight,local,131072,,,52439724.0,ns,19239
weight,local,131072,,,51990438.0,ns,19602
weight,local,131072,,,50657945.0,ns,19965
weight,local,131072,,,50623511.0,ns,20328
weight,local,131072,,,51777905.0,ns,20691
weight,local,131072,,,52885787.0,ns,21054
weight,local,131072,,,53461106.0,ns,21417
weight,local,131072,,,58232494.0,ns,21780
weight,local,131072,,,55694635.0,ns,22143
weight,local,131072,,,56361921.0,ns,22506
weight,local,131072,,,56758916.0,ns,22869
weight,local,131072,,,58512630.0,ns,23232
weight,local,131072,,,59210748.0,ns,23595
weight,local,131072,,,60255744.0,ns,23958
weight,local,131072,,,60659126.0,ns,24321
weight,local,131072,,,73452445.0,ns,24684
weight,local,131072,,,63652393.0,ns,25047
weight,local,131072,,,63799412.0,ns,25410
weight,local,131072,,,64514079.0,ns,25773
weight,local,131072,,,65467337.0,ns,26136
weight,local,131072,,,68965112.0,ns,26499
weight,local,131072,,,67428478.0,ns,26862
weight,local,131072,,,68099682.0,ns,27225
weight,local,131072,,,74853396.0,ns,27588
weight,local,131072,,,70391437.0,ns,27951
weight,local,131072,,,79567066.0,ns,28314
weight,local,131072,,,72699112.0,ns,28677
weight,local,131072,,,75499575.0,ns,29040
weight,local,131072,,,74644806.0,ns,29403
weight,local,131072,,,76526513.0,ns,29766
weight,local,131072,,,84554192.0,ns,30129
weight,local,131072,,,86648777.0,ns,30492
weight,local,131072,,,79612694.0,ns,30855
weight,local,131072,,,77947716.0,ns,31218
weight,local,131072,,,79698395.0,ns,31581
weight,local,131072,,,79998234.0,ns,31944
weight,local,131072,,,87957853.0,ns,32307
weight,local,131072,,,81844970.0,ns,32670
weight,local,131072,,,83173131.0,ns,33033
weight,local,131072,,,84220561.0,ns,33396
weight,local,131072,,,84469746.0,ns,33759
weight,local,131072,,,86580988.0,ns,34122
weight,local,131072,,,98267080.0,ns,34485
weight,local,131072,,,94871085.0,ns,34848
weight,local,131072,,,89051048.0,ns,35211
weight,local,131072,,,90654574.0,ns,35574
weight,local,131072,,,101835619.0,ns,35937
weight,local,131072,,,115032987.0,ns,36300
