group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
weight,local,2048,,,1038341.0,ns,20839
weight,local,2048,,,2312575.0,ns,41678
weight,local,2048,,,3343798.0,ns,62517
weight,local,2048,,,6447599.0,ns,83356
weight,local,2048,,,6205930.0,ns,104195
weight,local,2048,,,6798884.0,ns,125034
weight,local,2048,,,7708967.0,ns,145873
weight,local,2048,,,8485202.0,ns,166712
weight,local,2048,,,9689094.0,ns,187551
weight,local,2048,,,10813183.0,ns,208390
weight,local,2048,,,11105482.0,ns,229229
weight,local,2048,,,12561943.0,ns,250068
weight,local,2048,,,14083296.0,ns,270907
weight,local,2048,,,14639442.0,ns,291746
weight,local,2048,,,15790663.0,ns,312585
weight,local,2048,,,16243780.0,ns,333424
weight,local,2048,,,17105062.0,ns,354263
weight,local,2048,,,17815523.0,ns,375102
weight,local,2048,,,19254811.0,ns,395941
weight,local,2048,,,19965379.0,ns,416780
weight,local,2048,,,20888923.0,ns,437619
weight,local,2048,,,22976386.0,ns,458458
weight,local,2048,,,25402424.0,ns,479297
weight,local,2048,,,26317190.0,ns,500136
weight,local,2048,,,26441772.0,ns,520975
weight,local,2048,,,27577560.0,ns,541814
weight,local,2048,,,29068535.0,ns,562653
weight,local,2048,,,30054216.0,ns,583492
weight,local,2048,,,30559719.0,ns,604331
weight,local,2048,,,31126315.0,ns,625170
weight,local,2048,,,30152196.0,ns,646009
weight,local,2048,,,31648475.0,ns,666848
weight,local,2048,,,32553230.0,ns,687687
weight,local,2048,,,32807156.0,ns,708526
weight,local,2048,,,35467915.0,ns,729365
weight,local,2048,,,35943194.0,ns,750204
weight,local,2048,,,36437337.0,ns,771043
weight,local,2048,,,38812179.0,ns,791882
weight,local,2048,,,39290505.0,ns,812721
weight,local,2048,,,39626555.0,ns,833560
weight,local,2048,,,40230830.0,ns,854399
weight,local,2048,,,41391006.0,ns,875238
weight,local,2048,,,43723167.0,ns,896077
weight,local,2048,,,43148107.0,ns,916916
weight,local,2048,,,44046236.0,ns,937755
weight,local,2048,,,45182338.0,ns,958594
weight,local,2048,,,46133617.0,ns,979433
weight,local,2048,,,47383230.0,ns,1000272
weight,local,2048,,,47787898.0,ns,1021111
weight,local,2048,,,50778280.0,ns,1041950
weight,local,2048,,,51343528.0,ns,1062789
weight,local,2048,,,50955023.0,ns,1083628
weight,local,2048,,,51379563.0,ns,1104467
weight,local,2048,,,52975672.0,ns,1125306
weight,local,2048,,,54146763.0,ns,1146145
weight,local,2048,,,55283130.0,ns,1166984
weight,local,2048,,,56379241.0,ns,1187823
weight,local,2048,,,58614914.0,ns,1208662
weight,local,2048,,,59300382.0,ns,1229501
weight,local,2048,,,59423812.0,ns,1250340
weight,local,2048,,,59276864.0,ns,1271179
weight,local,2048,,,61489818.0,ns,1292018
weight,local,2048,,,62487495.0,ns,1312857
weight,local,2048,,,62069864.0,ns,1333696
weight,local,2048,,,63410683.0,ns,1354535
weight,local,2048,,,64268146.0,ns,1375374
weight,local,2048,,,66504820.0,ns,1396213
weight,local,2048,,,67606729.0,ns,1417052
weight,local,2048,,,67150904.0,ns,1437891
weight,local,2048,,,69346675.0,ns,1458730
weight,local,2048,,,70006966.0,ns,1479569
weight,local,2048,,,69923902.0,ns,1500408
weight,local,2048,,,72256936.0,ns,1521247
weight,local,2048,,,73311523.0,ns,1542086
weight,local,2048,,,73989780.0,ns,1562925
weight,local,2048,,,74966375.0,ns,1583764
weight,local,2048,,,75895869.0,ns,1604603
weight,local,2048,,,75918953.0,ns,1625442
weight,local,2048,,,78372303.0,ns,1646281
weight,local,2048,,,79527449.0,ns,1667120
weight,local,2048,,,80126813.0,ns,1687959
weight,local,2048,,,81260929.0,ns,1708798
weight,local,2048,,,81396150.0,ns,1729637
weight,local,2048,,,82306313.0,ns,1750476
weight,local,2048,,,84529405.0,ns,1771315
weight,local,2048,,,85123875.0,ns,1792154
weight,local,2048,,,89009033.0,ns,1812993
weight,local,2048,,,86740805.0,ns,1833832
weight,local,2048,,,87992389.0,ns,1854671
weight,local,2048,,,87893455.0,ns,1875510
weight,local,2048,,,89279288.0,ns,1896349
weight,local,2048,,,89970269.0,ns,1917188
weight,local,2048,,,93415621.0,ns,1938027
weight,local,2048,,,93475311.0,ns,1958866
weight,local,2048,,,93664351.0,ns,1979705
weight,local,2048,,,94162582.0,ns,2000544
weight,local,2048,,,95910585.0,ns,2021383
weight,local,2048,,,98151967.0,ns,2042222
weight,local,2048,,,97988086.0,ns,2063061
weight,local,2048,,,98256006.0,ns,2083900
