group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
weight,local,1048576,,,1116660.0,ns,40
weight,local,1048576,,,2450800.0,ns,80
weight,local,1048576,,,3359552.0,ns,120
weight,local,1048576,,,5792721.0,ns,160
weight,local,1048576,,,6833964.0,ns,200
weight,local,1048576,,,6785777.0,ns,240
weight,local,1048576,,,7515399.0,ns,280
weight,local,1048576,,,8417419.0,ns,320
weight,local,1048576,,,8798974.0,ns,360
weight,local,1048576,,,9954984.0,ns,400
weight,local,1048576,,,10702941.0,ns,440
weight,local,1048576,,,11771929.0,ns,480
weight,local,1048576,,,12835757.0,ns,520
weight,local,1048576,,,13741291.0,ns,560
weight,local,1048576,,,14552885.0,ns,600
weight,local,1048576,,,15801918.0,ns,640
weight,local,1048576,,,17206346.0,ns,680
weight,local,1048576,,,17482242.0,ns,720
weight,local,1048576,,,18836183.0,ns,760
weight,local,1048576,,,19235749.0,ns,800
weight,local,1048576,,,20334386.0,ns,840
weight,local,1048576,,,21215040.0,ns,880
weight,local,1048576,,,22914217.0,ns,920
weight,local,1048576,,,23584323.0,ns,960
weight,local,1048576,,,25372455.0,ns,1000
weight,local,1048576,,,25329241.0,ns,1040
weight,local,1048576,,,27050294.0,ns,1080
weight,local,1048576,,,27596354.0,ns,1120
weight,local,1048576,,,28654849.0,ns,1160
weight,local,1048576,,,29327639.0,ns,1200
weight,local,1048576,,,30350838.0,ns,1240
weight,local,1048576,,,33160469.0,ns,1280
weight,local,1048576,,,32667266.0,ns,1320
weight,local,1048576,,,33438545.0,ns,1360
weight,local,1048576,,,33872040.0,ns,1400
weight,local,1048576,,,35180871.0,ns,1440
weight,local,1048576,,,36682561.0,ns,1480
weight,local,1048576,,,36771212.0,ns,1520
weight,local,1048576,,,38413795.0,ns,1560
weight,local,1048576,,,39742638.0,ns,1600
weight,local,1048576,,,39991279.0,ns,1640
weight,local,1048576,,,41046132.0,ns,1680
weight,local,1048576,,,41453645.0,ns,1720
weight,local,1048576,,,42991979.0,ns,1760
weight,local,1048576,,,46292165.0,ns,1800
weight,local,1048576,,,45650638.0,ns,1840
weight,local,1048576,,,46869979.0,ns,1880
weight,local,1048576,,,51641386.0,ns,1920
weight,local,1048576,,,52683794.0,ns,1960
weight,local,1048576,,,53870454.0,ns,2000
weight,local,1048576,,,55369114.0,ns,2040
weight,local,1048576,,,55323649.0,ns,2080
weight,local,1048576,,,56472976.0,ns,2120
weight,local,1048576,,,57614675.0,ns,2160
weight,local,1048576,,,56058766.0,ns,2200
weight,local,1048576,,,55267486.0,ns,2240
weight,local,1048576,,,56115950.0,ns,2280
weight,local,1048576,,,57327115.0,ns,2320
weight,local,1048576,,,57521503.0,ns,2360
weight,local,1048576,,,53532785.0,ns,2400
weight,local,1048576,,,55219976.0,ns,2440
weight,local,1048576,,,55630455.0,ns,2480
weight,local,1048576,,,59558700.0,ns,2520
weight,local,1048576,,,59288168.0,ns,2560
weight,local,1048576,,,58680024.0,ns,2600
weight,local,1048576,,,59624348.0,ns,2640
weight,local,1048576,,,59994460.0,ns,2680
weight,local,1048576,,,61244851.0,ns,2720
weight,local,1048576,,,64613066.0,ns,2760
weight,local,1048576,,,66197857.0,ns,2800
weight,local,1048576,,,74088131.0,ns,2840
weight,local,1048576,,,72621481.0,ns,2880
weight,local,1048576,,,71457329.0,ns,2920
weight,local,1048576,,,73411078.0,ns,2960
weight,local,1048576,,,73850283.0,ns,3000
weight,local,1048576,,,74619055.0,ns,3040
weight,local,1048576,,,75293258.0,ns,3080
weight,local,1048576,,,78356123.0,ns,3120
weight,local,1048576,,,79656216.0,ns,3160
weight,local,1048576,,,85524027.0,ns,3200
weight,local,1048576,,,85617102.0,ns,3240
weight,local,1048576,,,85518900.0,ns,3280
weight,local,1048576,,,87013134.0,ns,3320
weight,local,1048576,,,84309655.0,ns,3360
weight,local,1048576,,,87788869.0,ns,3400
weight,local,1048576,,,85154323.0,ns,3440
weight,local,1048576,,,85294632.0,ns,3480
weight,local,1048576,,,94372304.0,ns,3520
weight,local,1048576,,,95309334.0,ns,3560
weight,local,1048576,,,96642727.0,ns,3600
weight,local,1048576,,,89647706.0,ns,3640
weight,local,1048576,,,90209855.0,ns,3680
weight,local,1048576,,,89965498.0,ns,3720
weight,local,1048576,,,85666060.0,ns,3760
weight,local,1048576,,,98640587.0,ns,3800
weight,local,1048576,,,113911216.0,ns,3840
weight,local,1048576,,,107557187.0,ns,3880
weight,local,1048576,,,102553582.0,ns,3920
weight,local,1048576,,,90825316.0,ns,3960
weight,local,1048576,,,96579281.0,ns,4000
