group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
weight,reference,32768,,,1082732.0,ns,392
weight,reference,32768,,,1879705.0,ns,784
weight,reference,32768,,,2981113.0,ns,1176
weight,reference,32768,,,6693244.0,ns,1568
weight,reference,32768,,,7437124.0,ns,1960
weight,reference,32768,,,8338365.0,ns,2352
weight,reference,32768,,,6889609.0,ns,2744
weight,reference,32768,,,7866436.0,ns,3136
weight,reference,32768,,,8252002.0,ns,3528
weight,reference,32768,,,8905650.0,ns,3920
weight,reference,32768,,,10095728.0,ns,4312
weight,reference,32768,,,10785051.0,ns,4704
weight,reference,32768,,,12292906.0,ns,5096
weight,reference,32768,,,12624455.0,ns,5488
weight,reference,32768,,,13582149.0,ns,5880
weight,reference,32768,,,15272290.0,ns,6272
weight,reference,32768,,,15665332.0,ns,6664
weight,reference,32768,,,16194060.0,ns,7056
weight,reference,32768,,,17574863.0,ns,7448
weight,reference,32768,,,18153401.0,ns,7840
weight,reference,32768,,,19070894.0,ns,8232
weight,reference,32768,,,19748528.0,ns,8624
weight,reference,32768,,,20892931.0,ns,9016
weight,reference,32768,,,21875122.0,ns,9408
weight,reference,32768,,,23595144.0,ns,9800
weight,reference,32768,,,23382629.0,ns,10192
weight,reference,32768,,,25033801.0,ns,10584
weight,reference,32768,,,25702670.0,ns,10976
weight,reference,32768,,,26409563.0,ns,11368
weight,reference,32768,,,28371355.0,ns,11760
weight,reference,32768,,,29987826.0,ns,12152
weight,reference,32768,,,31368467.0,ns,12544
weight,reference,32768,,,34282234.0,ns,12936
weight,reference,32768,,,33775907.0,ns,13328
weight,reference,32768,,,35093681.0,ns,13720
weight,reference,32768,,,37101524.0,ns,14112
weight,reference,32768,,,37314352.0,ns,14504
weight,reference,32768,,,37961745.0,ns,14896
weight,reference,32768,,,39121629.0,ns,15288
weight,reference,32768,,,38643097.0,ns,15680
weight,reference,32768,,,41335433.0,ns,16072
weight,reference,32768,,,40039549.0,ns,16464
weight,reference,32768,,,42642473.0,ns,16856
weight,reference,32768,,,48409530.0,ns,17248
weight,reference,32768,,,44358273.0,ns,17640
weight,reference,32768,,,44881493.0,ns,18032
weight,reference,32768,,,46250498.0,ns,18424
weight,reference,32768,,,44593976.0,ns,18816
weight,reference,32768,,,44512549.0,ns,19208
weight,reference,32768,,,45036757.0,ns,19600
weight,reference,32768,,,45946711.0,ns,19992
weight,reference,32768,,,47487779.0,ns,20384
weight,reference,32768,,,48210825.0,ns,20776
weight,reference,32768,,,49872673.0,ns,21168
weight,reference,32768,,,52881504.0,ns,21560
weight,reference,32768,,,51698830.0,ns,21952
weight,reference,32768,,,51880428.0,ns,22344
weight,reference,32768,,,53355939.0,ns,22736
weight,reference,32768,,,53852375.0,ns,23128
weight,reference,32768,,,55053626.0,ns,23520
weight,reference,32768,,,55408937.0,ns,23912
weight,reference,32768,,,56415512.0,ns,24304
weight,reference,32768,,,57252808.0,ns,24696
weight,reference,32768,,,59185495.0,ns,25088
weight,reference,32768,,,59908061.0,ns,25480
weight,reference,32768,,,58377888.0,ns,25872
weight,reference,32768,,,56447023.0,ns,26264
weight,reference,32768,,,57477314.0,ns,26656
weight,reference,32768,,,57556838.0,ns,27048
weight,reference,32768,,,59415950.0,ns,27440
weight,reference,32768,,,59276426.0,ns,27832
weight,reference,32768,,,60632442.0,ns,28224
weight,reference,32768,,,64328014.0,ns,28616
weight,reference,32768,,,61782316.0,ns,29008
weight,reference,32768,,,64718102.0,ns,29400
weight,reference,32768,,,64629823.0,ns,29792
weight,reference,32768,,,64294478.0,ns,30184
weight,reference,32768,,,65189147.0,ns,30576
weight,reference,32768,,,65982131.0,ns,30968
weight,reference,32768,,,67859686.0,ns,31360
weight,reference,32768,,,69541154.0,ns,31752
weight,reference,32768,,,68998092.0,ns,32144
weight,reference,32768,,,70112855.0,ns,32536
weight,reference,32768,,,69963699.0,ns,32928
weight,reference,32768,,,71196211.0,ns,33320
weight,reference,32768,,,71888201.0,ns,33712
weight,reference,32768,,,73550477.0,ns,34104
weight,reference,32768,,,75917458.0,ns,34496
weight,reference,32768,,,74875899.0,ns,34888
weight,reference,32768,,,76583529.0,ns,35280
weight,reference,32768,,,76055320.0,ns,35672
weight,reference,32768,,,77085685.0,ns,36064
weight,reference,32768,,,77691407.0,ns,36456
weight,reference,32768,,,82440807.0,ns,36848
weight,reference,32768,,,84927129.0,ns,37240
weight,reference,32768,,,81369503.0,ns,37632
weight,reference,32768,,,80908748.0,ns,38024
weight,reference,32768,,,84845341.0,ns,38416
weight,reference,32768,,,82684401.0,ns,38808
weight,reference,32768,,,90708556.0,ns,39200
