group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
distance,reference,524288,,,1236338.0,ns,13
distance,reference,524288,,,2797129.0,ns,26
distance,reference,524288,,,3709745.0,ns,39
distance,reference,524288,,,6875672.0,ns,52
distance,reference,524288,,,5524719.0,ns,65
distance,reference,524288,,,6622579.0,ns,78
distance,reference,524288,,,7459321.0,ns,91
distance,reference,524288,,,8646176.0,ns,104
distance,reference,524288,,,9569733.0,ns,117
distance,reference,524288,,,10829271.0,ns,130
distance,reference,524288,,,11334534.0,ns,143
distance,reference,524288,,,12908768.0,ns,156
distance,reference,524288,,,13512172.0,ns,169
distance,reference,524288,,,14382329.0,ns,182
distance,reference,524288,,,15263183.0,ns,195
distance,reference,524288,,,16091871.0,ns,208
distance,reference,524288,,,17041272.0,ns,221
distance,reference,524288,,,18930926.0,ns,234
distance,reference,524288,,,19514194.0,ns,247
distance,reference,524288,,,22283737.0,ns,260
distance,reference,524288,,,22085472.0,ns,273
distance,reference,524288,,,23838577.0,ns,286
distance,reference,524288,,,27086835.0,ns,299
distance,reference,524288,,,30726380.0,ns,312
distance,reference,524288,,,28342562.0,ns,325
distance,reference,524288,,,27397827.0,ns,338
distance,reference,524288,,,28315523.0,ns,351
distance,reference,524288,,,30246164.0,ns,364
distance,reference,524288,,,30638777.0,ns,377
distance,reference,524288,,,31983719.0,ns,390
distance,reference,524288,,,37168626.0,ns,403
distance,reference,524288,,,38949305.0,ns,416
distance,reference,524288,,,37790507.0,ns,429
distance,reference,524288,,,41648209.0,ns,442
distance,reference,524288,,,38365834.0,ns,455
distance,reference,524288,,,38264218.0,ns,468
distance,reference,524288,,,41562189.0,ns,481
distance,reference,524288,,,36613332.0,ns,494
distance,reference,524288,,,40797548.0,ns,507
distance,reference,524288,,,40511001.0,ns,520
distance,reference,524288,,,44163647.0,ns,533
distance,reference,524288,,,45504999.0,ns,546
distance,reference,524288,,,46421529.0,ns,559
distance,reference,524288,,,47778550.0,ns,572
distance,reference,524288,,,48552033.0,ns,585
distance,reference,524288,,,49392103.0,ns,598
distance,reference,524288,,,49899653.0,ns,611
distance,reference,524288,,,51693330.0,ns,624
distance,reference,524288,,,54008042.0,ns,637
distance,reference,524288,,,50852200.0,ns,650
distance,reference,524288,,,51306563.0,ns,663
distance,reference,524288,,,51742063.0,ns,676
distance,reference,524288,,,49512130.0,ns,689
distance,reference,524288,,,51930297.0,ns,702
distance,reference,524288,,,50879922.0,ns,715
distance,reference,524288,,,51670347.0,ns,728
distance,reference,524288,,,52420806.0,ns,741
distance,reference,524288,,,54183717.0,ns,754
distance,reference,524288,,,57840478.0,ns,767
distance,reference,524288,,,56688420.0,ns,780
distance,reference,524288,,,63914779.0,ns,793
distance,reference,524288,,,66254921.0,ns,806
distance,reference,524288,,,67330238.0,ns,819
distance,reference,524288,,,65168788.0,ns,832
distance,reference,524288,,,65124749.0,ns,845
distance,reference,524288,,,67696309.0,ns,858
distance,reference,524288,,,70889649.0,ns,871
distance,reference,524288,,,67331423.0,ns,884
distance,reference,524288,,,64791852.0,ns,897
distance,reference,524288,,,65661513.0,ns,910
distance,reference,524288,,,69075014.0,ns,923
distance,reference,524288,,,71522565.0,ns,936
distance,reference,524288,,,72955859.0,ns,949
distance,reference,524288,,,75656165.0,ns,962
distance,reference,524288,,,74877671.0,ns,975
distance,reference,524288,,,76553885.0,ns,988
distance,reference,524288,,,76840584.0,ns,1001
distance,reference,524288,,,81575956.0,ns,1014
distance,reference,524288,,,84630734.0,ns,1027
distance,reference,524288,,,84092053.0,ns,1040
distance,reference,524288,,,81021096.0,ns,1053
distance,reference,524288,,,85517108.0,ns,1066
distance,reference,524288,,,85912250.0,ns,1079
distance,reference,524288,,,84939257.0,ns,1092
distance,reference,524288,,,92208044.0,ns,1105
distance,reference,524288,,,93253161.0,ns,1118
distance,reference,524288,,,89504462.0,ns,1131
distance,reference,524288,,,91902131.0,ns,1144
distance,reference,524288,,,100851678.0,ns,1157
distance,reference,524288,,,109341545.0,ns,1170
distance,reference,524288,,,118889088.0,ns,1183
distance,reference,524288,,,145848443.0,ns,1196
distance,reference,524288,,,99853393.0,ns,1209
distance,reference,524288,,,105290926.0,ns,1222
distance,reference,524288,,,109898219.0,ns,1235
distance,reference,524288,,,103607597.0,ns,1248
distance,reference,524288,,,109349627.0,ns,1261
distance,reference,524288,,,100188815.0,ns,1274
distance,reference,524288,,,98475785.0,ns,1287
distance,reference,524288,,,101603451.0,ns,1300
