group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
weight,reference,16384,,,1188236.0,ns,805
weight,reference,16384,,,2174676.0,ns,1610
weight,reference,16384,,,3306614.0,ns,2415
weight,reference,16384,,,7454622.0,ns,3220
weight,reference,16384,,,7131775.0,ns,4025
weight,reference,16384,,,6215022.0,ns,4830
weight,reference,16384,,,6906032.0,ns,5635
weight,reference,16384,,,7521398.0,ns,6440
weight,reference,16384,,,8448786.0,ns,7245
weight,reference,16384,,,9430504.0,ns,8050
weight,reference,16384,,,10136461.0,ns,8855
weight,reference,16384,,,10982386.0,ns,9660
weight,reference,16384,,,11818642.0,ns,10465
weight,reference,16384,,,12586497.0,ns,11270
weight,reference,16384,,,14118126.0,ns,12075
weight,reference,16384,,,17675041.0,ns,12880
weight,reference,16384,,,19909120.0,ns,13685
weight,reference,16384,,,18151504.0,ns,14490
weight,reference,16384,,,18012760.0,ns,15295
weight,reference,16384,,,24411787.0,ns,16100
weight,reference,16384,,,21002151.0,ns,16905
weight,reference,16384,,,22935034.0,ns,17710
weight,reference,16384,,,22873245.0,ns,18515
weight,reference,16384,,,23592692.0,ns,19320
weight,reference,16384,,,24759914.0,ns,20125
weight,reference,16384,,,23931574.0,ns,20930
weight,reference,16384,,,24606594.0,ns,21735
weight,reference,16384,,,25632443.0,ns,22540
weight,reference,16384,,,26612056.0,ns,23345
weight,reference,16384,,,27303735.0,ns,24150
weight,reference,16384,,,28229140.0,ns,24955
weight,reference,16384,,,29211664.0,ns,25760
weight,reference,16384,,,29841965.0,ns,26565
weight,reference,16384,,,30879835.0,ns,27370
weight,reference,16384,,,31849310.0,ns,28175
weight,reference,16384,,,33021147.0,ns,28980
weight,reference,16384,,,37474342.0,ns,29785
weight,reference,16384,,,34985311.0,ns,30590
weight,reference,16384,,,35465896.0,ns,31395
weight,reference,16384,,,36234355.0,ns,32200
weight,reference,16384,,,37573927.0,ns,33005
weight,reference,16384,,,38306499.0,ns,33810
weight,reference,16384,,,38916761.0,ns,34615
weight,reference,16384,,,39917060.0,ns,35420
weight,reference,16384,,,41012116.0,ns,36225
weight,reference,16384,,,41722194.0,ns,37030
weight,reference,16384,,,42776440.0,ns,37835
weight,reference,16384,,,44160303.0,ns,38640
weight,reference,16384,,,46785000.0,ns,39445
weight,reference,16384,,,46586426.0,ns,40250
weight,reference,16384,,,46320662.0,ns,41055
weight,reference,16384,,,48121046.0,ns,41860
weight,reference,16384,,,49169188.0,ns,42665
weight,reference,16384,,,49272427.0,ns,43470
weight,reference,16384,,,50005105.0,ns,44275
weight,reference,16384,,,51366823.0,ns,45080
weight,reference,16384,,,51962953.0,ns,45885
weight,reference,16384,,,52635799.0,ns,46690
weight,reference,16384,,,55878874.0,ns,47495
weight,reference,16384,,,55147809.0,ns,48300
weight,reference,16384,,,55372804.0,ns,49105
weight,reference,16384,,,57227641.0,ns,49910
weight,reference,16384,,,57116555.0,ns,50715
weight,reference,16384,,,58149813.0,ns,51520
weight,reference,16384,,,59836036.0,ns,52325
weight,reference,16384,,,60295968.0,ns,53130
weight,reference,16384,,,62162422.0,ns,53935
weight,reference,16384,,,65048015.0,ns,54740
weight,reference,16384,,,67146348.0,ns,55545
weight,reference,16384,,,66394601.0,ns,56350
weight,reference,16384,,,63744516.0,ns,57155
weight,reference,16384,,,65082665.0,ns,57960
weight,reference,16384,,,66276548.0,ns,58765
weight,reference,16384,,,66752641.0,ns,59570
weight,reference,16384,,,69752877.0,ns,60375
weight,reference,16384,,,67751415.0,ns,61180
weight,reference,16384,,,68003900.0,ns,61985
weight,reference,16384,,,77523616.0,ns,62790
weight,reference,16384,,,81013844.0,ns,63595
weight,reference,16384,,,78494892.0,ns,64400
weight,reference,16384,,,78130090.0,ns,65205
weight,reference,16384,,,83006930.0,ns,66010
weight,reference,16384,,,75376885.0,ns,66815
weight,reference,16384,,,76317064.0,ns,67620
weight,reference,16384,,,86544191.0,ns,68425
weight,reference,16384,,,80359967.0,ns,69230
weight,reference,16384,,,81475833.0,ns,70035
weight,reference,16384,,,83736154.0,ns,70840
weight,reference,16384,,,81556324.0,ns,71645
weight,reference,16384,,,85691533.0,ns,72450
weight,reference,16384,,,82759811.0,ns,73255
weight,reference,16384,,,89782885.0,ns,74060
weight,reference,16384,,,101480891.0,ns,74865
weight,reference,16384,,,103180450.0,ns,75670
weight,reference,16384,,,96401525.0,ns,76475
weight,reference,16384,,,88201834.0,ns,77280
weight,reference,16384,,,88851926.0,ns,78085
weight,reference,16384,,,89435093.0,ns,78890
weight,reference,16384,,,93456290.0,ns,79695
weight,reference,16384,,,91932334.0,ns,80500
