group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
distance,local,65536,,,1245468.0,ns,690
distance,local,65536,,,2339301.0,ns,1380
distance,local,65536,,,3174819.0,ns,2070
distance,local,65536,,,4622314.0,ns,2760
distance,local,65536,,,5053422.0,ns,3450
distance,local,65536,,,7700418.0,ns,4140
distance,local,65536,,,7492752.0,ns,4830
distance,local,65536,,,9661015.0,ns,5520
distance,local,65536,,,9450345.0,ns,6210
distance,local,65536,,,9715176.0,ns,6900
distance,local,65536,,,10689995.0,ns,7590
distance,local,65536,,,11669238.0,ns,8280
distance,local,65536,,,12554110.0,ns,8970
distance,local,65536,,,13787721.0,ns,9660
distance,local,65536,,,14487937.0,ns,10350
distance,local,65536,,,18148114.0,ns,11040
distance,local,65536,,,17007222.0,ns,11730
distance,local,65536,,,17443697.0,ns,12420
distance,local,65536,,,18282909.0,ns,13110
distance,local,65536,,,19213398.0,ns,13800
distance,local,65536,,,20777971.0,ns,14490
distance,local,65536,,,28652227.0,ns,15180
distance,local,65536,,,25098254.0,ns,15870
distance,local,65536,,,23510467.0,ns,16560
distance,local,65536,,,24393048.0,ns,17250
distance,local,65536,,,24911658.0,ns,17940
distance,local,65536,,,25969800.0,ns,18630
distance,local,65536,,,27995882.0,ns,19320
distance,local,65536,,,28633678.0,ns,20010
distance,local,65536,,,33340653.0,ns,20700
distance,local,65536,,,30553414.0,ns,21390
distance,local,65536,,,30848819.0,ns,22080
distance,local,65536,,,31625721.0,ns,22770
distance,local,65536,,,33138378.0,ns,23460
distance,local,65536,,,35866089.0,ns,24150
distance,local,65536,,,37502730.0,ns,24840
distance,local,65536,,,36243530.0,ns,25530
distance,local,65536,,,37552326.0,ns,26220
distance,local,65536,,,37360486.0,ns,26910
distance,local,65536,,,38342112.0,ns,27600
distance,local,65536,,,39430635.0,ns,28290
distance,local,65536,,,40995276.0,ns,28980
distance,local,65536,,,42102788.0,ns,29670
distance,local,65536,,,42435915.0,ns,30360
distance,local,65536,,,43328249.0,ns,31050
distance,local,65536,,,47276811.0,ns,31740
distance,local,65536,,,46376907.0,ns,32430
distance,local,65536,,,52429163.0,ns,33120
distance,local,65536,,,47466539.0,ns,33810
distance,local,65536,,,48575758.0,ns,34500
distance,local,65536,,,49739881.0,ns,35190
distance,local,65536,,,49979647.0,ns,35880
distance,local,65536,,,52130556.0,ns,36570
distance,local,65536,,,52255997.0,ns,37260
distance,local,65536,,,53704452.0,ns,37950
distance,local,65536,,,53876577.0,ns,38640
distance,local,65536,,,59171892.0,ns,39330
distance,local,65536,,,59337878.0,ns,40020
distance,local,65536,,,57411728.0,ns,40710
distance,local,65536,,,61850813.0,ns,41400
distance,local,65536,,,58927115.0,ns,42090
distance,local,65536,,,60011894.0,ns,42780
distance,local,65536,,,60909489.0,ns,43470
distance,local,65536,,,62568354.0,ns,44160
distance,local,65536,,,63789548.0,ns,44850
distance,local,65536,,,72783681.0,ns,45540
distance,local,65536,,,75350583.0,ns,46230
distance,local,65536,,,75171075.0,ns,46920
distance,local,65536,,,75173331.0,ns,47610
distance,local,65536,,,68017977.0,ns,48300
distance,local,65536,,,68424876.0,ns,48990
distance,local,65536,,,70786411.0,ns,49680
distance,local,65536,,,72667622.0,ns,50370
distance,local,65536,,,71758815.0,ns,51060
distance,local,65536,,,77569892.0,ns,51750
distance,local,65536,,,74437677.0,ns,52440
distance,local,65536,,,74309651.0,ns,53130
distance,local,65536,,,75227807.0,ns,53820
distance,local,65536,,,80810666.0,ns,54510
distance,local,65536,,,77553883.0,ns,55200
distance,local,65536,,,78526971.0,ns,55890
distance,local,65536,,,78809357.0,ns,56580
distance,local,65536,,,84532917.0,ns,57270
distance,local,65536,,,81393866.0,ns,57960
distance,local,65536,,,85871164.0,ns,58650
distance,local,65536,,,84736130.0,ns,59340
distance,local,65536,,,86255865.0,ns,60030
distance,local,65536,,,90682436.0,ns,60720
distance,local,65536,,,95681930.0,ns,61410
distance,local,65536,,,98243628.0,ns,62100
distance,local,65536,,,98533053.0,ns,62790
distance,local,65536,,,98946032.0,ns,63480
distance,local,65536,,,99573472.0,ns,64170
distance,local,65536,,,91946841.0,ns,64860
distance,local,65536,,,98385141.0,ns,65550
distance,local,65536,,,106478019.0,ns,66240
distance,local,65536,,,107035950.0,ns,66930
distance,local,65536,,,107479363.0,ns,67620
distance,local,65536,,,108501724.0,ns,68310
distance,local,65536,,,105122758.0,ns,69000
