group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
distance,reference,1024,,,1105683.0,ns,4251
distance,reference,1024,,,1974565.0,ns,8502
distance,reference,1024,,,2841009.0,ns,12753
distance,reference,1024,,,6678185.0,ns,17004
distance,reference,1024,,,5681274.0,ns,21255
distance,reference,1024,,,5917482.0,ns,25506
distance,reference,1024,,,6306546.0,ns,29757
distance,reference,1024,,,7698690.0,ns,34008
distance,reference,1024,,,8185078.0,ns,38259
distance,reference,1024,,,8670219.0,ns,42510
distance,reference,1024,,,9512737.0,ns,46761
distance,reference,1024,,,10413518.0,ns,51012
distance,reference,1024,,,10954259.0,ns,55263
distance,reference,1024,,,12169444.0,ns,59514
distance,reference,1024,,,12916149.0,ns,63765
distance,reference,1024,,,14065517.0,ns,68016
distance,reference,1024,,,15031753.0,ns,72267
distance,reference,1024,,,16794575.0,ns,76518
distance,reference,1024,,,16508005.0,ns,80769
distance,reference,1024,,,17302003.0,ns,85020
distance,reference,1024,,,18966650.0,ns,89271
distance,reference,1024,,,20603984.0,ns,93522
distance,reference,1024,,,22507546.0,ns,97773
distance,reference,1024,,,21736457.0,ns,102024
distance,reference,1024,,,22795003.0,ns,106275
distance,reference,1024,,,23549222.0,ns,110526
distance,reference,1024,,,25260031.0,ns,114777
distance,reference,1024,,,27563952.0,ns,119028
distance,reference,1024,,,27984542.0,ns,123279
distance,reference,1024,,,29902014.0,ns,127530
distance,reference,1024,,,29974078.0,ns,131781
distance,reference,1024,,,30246722.0,ns,136032
distance,reference,1024,,,31209464.0,ns,140283
distance,reference,1024,,,32671363.0,ns,144534
distance,reference,1024,,,33265630.0,ns,148785
distance,reference,1024,,,35238001.0,ns,153036
distance,reference,1024,,,33792309.0,ns,157287
distance,reference,1024,,,35378183.0,ns,161538
distance,reference,1024,,,36771861.0,ns,165789
distance,reference,1024,,,37202666.0,ns,170040
distance,reference,1024,,,37772524.0,ns,174291
distance,reference,1024,,,37956469.0,ns,178542
distance,reference,1024,,,39618770.0,ns,182793
distance,reference,1024,,,43272824.0,ns,187044
distance,reference,1024,,,42778157.0,ns,191295
distance,reference,1024,,,41757444.0,ns,195546
distance,reference,1024,,,41981588.0,ns,199797
distance,reference,1024,,,44408630.0,ns,204048
distance,reference,1024,,,45716777.0,ns,208299
distance,reference,1024,,,46720652.0,ns,212550
distance,reference,1024,,,48578821.0,ns,216801
distance,reference,1024,,,47989374.0,ns,221052
distance,reference,1024,,,49692420.0,ns,225303
distance,reference,1024,,,53021941.0,ns,229554
distance,reference,1024,,,55582688.0,ns,233805
distance,reference,1024,,,54914841.0,ns,238056
distance,reference,1024,,,56591497.0,ns,242307
distance,reference,1024,,,55797111.0,ns,246558
distance,reference,1024,,,59071981.0,ns,250809
distance,reference,1024,,,67723948.0,ns,255060
distance,reference,1024,,,62278496.0,ns,259311
distance,reference,1024,,,68113222.0,ns,263562
distance,reference,1024,,,61216447.0,ns,267813
distance,reference,1024,,,66237302.0,ns,272064
distance,reference,1024,,,62216014.0,ns,276315
distance,reference,1024,,,62277894.0,ns,280566
distance,reference,1024,,,63392971.0,ns,284817
distance,reference,1024,,,66820829.0,ns,289068
distance,reference,1024,,,72524024.0,ns,293319
distance,reference,1024,,,86292933.0,ns,297570
distance,reference,1024,,,115395559.0,ns,301821
distance,reference,1024,,,74782018.0,ns,306072
distance,reference,1024,,,74448018.0,ns,310323
distance,reference,1024,,,79593075.0,ns,314574
distance,reference,1024,,,82298809.0,ns,318825
distance,reference,1024,,,78932109.0,ns,323076
distance,reference,1024,,,83867220.0,ns,327327
distance,reference,1024,,,76271645.0,ns,331578
distance,reference,1024,,,88921426.0,ns,335829
distance,reference,1024,,,85713811.0,ns,340080
distance,reference,1024,,,77736634.0,ns,344331
distance,reference,1024,,,78743788.0,ns,348582
distance,reference,1024,,,80052692.0,ns,352833
distance,reference,1024,,,80255309.0,ns,357084
distance,reference,1024,,,81616930.0,ns,361335
distance,reference,1024,,,83834935.0,ns,365586
distance,reference,1024,,,83260662.0,ns,369837
distance,reference,1024,,,84186812.0,ns,374088
distance,reference,1024,,,86865673.0,ns,378339
distance,reference,1024,,,86412233.0,ns,382590
distance,reference,1024,,,91333541.0,ns,386841
distance,reference,1024,,,99879704.0,ns,391092
distance,reference,1024,,,95645766.0,ns,395343
distance,reference,1024,,,97566294.0,ns,399594
distance,reference,1024,,,102792257.0,ns,403845
distance,reference,1024,,,109208823.0,ns,408096
distance,reference,1024,,,100537944.0,ns,412347
distance,reference,1024,,,99693717.0,ns,416598
distance,reference,1024,,,107563822.0,ns,420849
distance,reference,1024,,,106012952.0,ns,425100
